date,county,fips,confirmed,deaths
4/11/2020,Erie,0500000US36029,1472,62
4/11/2020,Essex,0500000US36031,12,0
4/11/2020,Franklin,0500000US36033,11,0
4/11/2020,Fulton,0500000US36035,21,0
4/11/2020,Genesee,0500000US36037,67,0
4/11/2020,Greene,0500000US36039,37,0
4/11/2020,Hamilton,0500000US36041,3,0
4/11/2020,Herkimer,0500000US36043,37,1
4/11/2020,Jefferson,0500000US36045,44,0
4/11/2020,Lewis,0500000US36049,6,0
4/11/2020,Livingston,0500000US36051,30,1
4/11/2020,Madison,0500000US36053,99,1
4/11/2020,Monroe,0500000US36055,767,42
4/11/2020,Montgomery,0500000US36057,29,1
4/11/2020,Nassau,0500000US36059,22584,965
4/11/2020,New York City,0500000US,98308,6202
4/11/2020,Niagara,0500000US36063,167,2
4/11/2020,Oneida,0500000US36065,181,2
4/11/2020,Onondaga,0500000US36067,380,12
4/11/2020,Ontario,0500000US36069,56,0
4/11/2020,Orange,0500000US36071,4847,99
4/11/2020,Orleans,0500000US36073,24,0
4/11/2020,Oswego,0500000US36075,37,0
4/11/2020,Otsego,0500000US36077,43,2
4/11/2020,Putnam,0500000US36079,494,20
4/11/2020,Rensselaer,0500000US36083,96,4
4/11/2020,Rockland,0500000US36087,7477,153
4/11/2020,Saratoga,0500000US36091,187,1
4/11/2020,Schenectady,0500000US36093,194,10
4/11/2020,Schoharie,0500000US36095,12,0
4/11/2020,Schuyler,0500000US36097,5,0
4/11/2020,Seneca,0500000US36099,16,0
4/11/2020,St. Lawrence,0500000US36089,80,1
4/11/2020,Steuben,0500000US36101,119,3
4/11/2020,Suffolk,0500000US36103,19883,469
4/11/2020,Sullivan,0500000US36105,340,7
4/11/2020,Tioga,0500000US36107,19,0
4/11/2020,Tompkins,0500000US36109,108,0
4/11/2020,Ulster,0500000US36111,589,2
4/11/2020,Warren,0500000US36113,44,1
4/11/2020,Washington,0500000US36115,31,0
4/11/2020,Wayne,0500000US36117,42,0
4/11/2020,Westchester,0500000US36119,18729,505
4/11/2020,Wyoming,0500000US36121,31,0
4/11/2020,Yates,0500000US36123,2,0
4/12/2020,Albany,0500000US36001,478,16
4/12/2020,Allegany,0500000US36003,26,0
4/12/2020,Broome,0500000US36007,126,6
4/12/2020,Cattaraugus,0500000US36009,28,0
4/12/2020,Cayuga,0500000US36011,29,1
4/12/2020,Chautauqua,0500000US36013,22,1
4/12/2020,Chemung,0500000US36015,60,2
4/12/2020,Chenango,0500000US36017,63,0
4/12/2020,Clinton,0500000US36019,43,2
4/12/2020,Columbia,0500000US36021,79,8
4/12/2020,Cortland,0500000US36023,18,0
4/12/2020,Delaware,0500000US36025,39,0
4/12/2020,Dutchess,0500000US36027,1838,30
4/12/2020,Erie,0500000US36029,1571,75
4/12/2020,Essex,0500000US36031,12,0
4/12/2020,Franklin,0500000US36033,12,0
4/12/2020,Fulton,0500000US36035,21,0
4/12/2020,Genesee,0500000US36037,69,0
4/12/2020,Greene,0500000US36039,44,0
4/12/2020,Hamilton,0500000US36041,3,0
4/12/2020,Herkimer,0500000US36043,37,1
4/12/2020,Jefferson,0500000US36045,46,0
4/12/2020,Lewis,0500000US36049,6,0
4/12/2020,Livingston,0500000US36051,30,1
4/12/2020,Madison,0500000US36053,101,1
4/12/2020,Monroe,0500000US36055,798,42
4/12/2020,Montgomery,0500000US36057,29,1
4/12/2020,Nassau,0500000US36059,23553,1030
4/12/2020,New York City,0500000US,103208,6717
4/12/2020,Niagara,0500000US36063,183,5
4/12/2020,Oneida,0500000US36065,195,2
4/12/2020,Onondaga,0500000US36067,397,13
4/12/2020,Ontario,0500000US36069,57,1
4/12/2020,Orange,0500000US36071,5027,112
4/12/2020,Orleans,0500000US36073,25,0
4/12/2020,Oswego,0500000US36075,38,0
4/12/2020,Otsego,0500000US36077,43,2
4/12/2020,Putnam,0500000US36079,497,23
4/12/2020,Rensselaer,0500000US36083,105,6
4/12/2020,Rockland,0500000US36087,7721,166
4/12/2020,Saratoga,0500000US36091,196,1
4/12/2020,Schenectady,0500000US36093,199,12
4/12/2020,Schoharie,0500000US36095,12,0
4/12/2020,Schuyler,0500000US36097,5,0
4/12/2020,Seneca,0500000US36099,16,0
4/12/2020,St. Lawrence,0500000US36089,85,1
4/12/2020,Steuben,0500000US36101,121,4
4/12/2020,Suffolk,0500000US36103,20816,529
4/12/2020,Sullivan,0500000US36105,358,7
4/12/2020,Tioga,0500000US36107,19,0
4/12/2020,Tompkins,0500000US36109,109,2
4/12/2020,Ulster,0500000US36111,612,2
4/12/2020,Warren,0500000US36113,46,1
4/12/2020,Washington,0500000US36115,34,0
4/12/2020,Wayne,0500000US36117,42,0
4/12/2020,Westchester,0500000US36119,19313,562
4/12/2020,Wyoming,0500000US36121,31,0
4/12/2020,Yates,0500000US36123,3,0
4/13/2020,Albany,0500000US36001,499,17
4/13/2020,Allegany,0500000US36003,26,0
4/13/2020,Broome,0500000US36007,133,6
4/13/2020,Cattaraugus,0500000US36009,28,0
4/13/2020,Cayuga,0500000US36011,30,1
4/13/2020,Chautauqua,0500000US36013,23,1
4/13/2020,Chemung,0500000US36015,60,2
4/13/2020,Chenango,0500000US36017,65,0
4/13/2020,Clinton,0500000US36019,44,3
4/13/2020,Columbia,0500000US36021,80,9
4/13/2020,Cortland,0500000US36023,20,0
4/13/2020,Delaware,0500000US36025,42,0
4/13/2020,Dutchess,0500000US36027,1881,37
4/13/2020,Erie,0500000US36029,1624,86
4/13/2020,Essex,0500000US36031,12,0
4/13/2020,Franklin,0500000US36033,12,0
4/13/2020,Fulton,0500000US36035,21,0
4/13/2020,Genesee,0500000US36037,71,0
4/13/2020,Greene,0500000US36039,45,0
4/13/2020,Hamilton,0500000US36041,3,0
4/13/2020,Herkimer,0500000US36043,38,1
4/13/2020,Jefferson,0500000US36045,46,0
4/13/2020,Lewis,0500000US36049,6,0
4/13/2020,Livingston,0500000US36051,30,1
4/13/2020,Madison,0500000US36053,101,1
4/13/2020,Monroe,0500000US36055,823,43
4/13/2020,Montgomery,0500000US36057,29,1
4/13/2020,Nassau,0500000US36059,24358,1109
4/13/2020,New York City,0500000US,106764,7154
4/13/2020,Niagara,0500000US36063,189,5
4/13/2020,Oneida,0500000US36065,206,3
4/13/2020,Onondaga,0500000US36067,416,13
4/13/2020,Ontario,0500000US36069,57,1
4/13/2020,Orange,0500000US36071,5182,122
4/13/2020,Orleans,0500000US36073,26,0
4/13/2020,Oswego,0500000US36075,38,0
4/13/2020,Otsego,0500000US36077,43,3
4/13/2020,Putnam,0500000US36079,502,25
4/13/2020,Rensselaer,0500000US36083,113,6
4/13/2020,Rockland,0500000US36087,7965,182
4/13/2020,Saratoga,0500000US36091,201,1
4/13/2020,Schenectady,0500000US36093,204,12
4/13/2020,Schoharie,0500000US36095,12,0
4/13/2020,Schuyler,0500000US36097,5,0
4/13/2020,Seneca,0500000US36099,16,0
4/13/2020,St. Lawrence,0500000US36089,89,1
4/13/2020,Steuben,0500000US36101,123,5
4/13/2020,Suffolk,0500000US36103,21643,580
4/13/2020,Sullivan,0500000US36105,380,7
4/13/2020,Tioga,0500000US36107,20,0
4/13/2020,Tompkins,0500000US36109,110,2
4/13/2020,Ulster,0500000US36111,630,2
4/13/2020,Warren,0500000US36113,48,1
4/13/2020,Washington,0500000US36115,37,0
4/13/2020,Wayne,0500000US36117,42,0
4/13/2020,Westchester,0500000US36119,19785,610
4/13/2020,Wyoming,0500000US36121,31,3
4/13/2020,Yates,0500000US36123,4,0
4/14/2020,Albany,0500000US36001,535,21
4/14/2020,Allegany,0500000US36003,28,0
4/14/2020,Broome,0500000US36007,146,6
4/14/2020,Cattaraugus,0500000US36009,32,0
4/14/2020,Cayuga,0500000US36011,33,1
4/14/2020,Chautauqua,0500000US36013,23,1
4/14/2020,Chemung,0500000US36015,64,2
4/14/2020,Chenango,0500000US36017,68,0
4/14/2020,Clinton,0500000US36019,45,3
4/14/2020,Columbia,0500000US36021,84,10
4/14/2020,Cortland,0500000US36023,22,0
4/14/2020,Delaware,0500000US36025,45,0
4/14/2020,Dutchess,0500000US36027,1934,41
4/14/2020,Erie,0500000US36029,1668,99
4/14/2020,Essex,0500000US36031,12,0
4/14/2020,Franklin,0500000US36033,13,0
4/14/2020,Fulton,0500000US36035,22,0
4/14/2020,Genesee,0500000US36037,76,0
4/14/2020,Greene,0500000US36039,66,0
4/14/2020,Hamilton,0500000US36041,3,0
4/14/2020,Herkimer,0500000US36043,39,1
4/14/2020,Jefferson,0500000US36045,47,0
4/14/2020,Lewis,0500000US36049,7,0
4/14/2020,Livingston,0500000US36051,31,1
4/14/2020,Madison,0500000US36053,104,1
4/14/2020,Monroe,0500000US36055,850,47
4/14/2020,Montgomery,0500000US36057,32,1
4/14/2020,Nassau,0500000US36059,25250,1217
4/14/2020,New York City,0500000US,110465,7690
4/14/2020,Niagara,0500000US36063,197,6
4/14/2020,Oneida,0500000US36065,229,3
4/14/2020,Onondaga,0500000US36067,431,15
4/14/2020,Ontario,0500000US36069,61,2
4/14/2020,Orange,0500000US36071,5578,129
4/14/2020,Orleans,0500000US36073,31,0
4/14/2020,Oswego,0500000US36075,41,0
4/14/2020,Otsego,0500000US36077,44,3
4/14/2020,Putnam,0500000US36079,558,27
4/14/2020,Rensselaer,0500000US36083,120,7
4/14/2020,Rockland,0500000US36087,8335,192
4/14/2020,Saratoga,0500000US36091,224,1
4/14/2020,Schenectady,0500000US36093,235,12
4/14/2020,Schoharie,0500000US36095,20,0
4/14/2020,Schuyler,0500000US36097,6,0
4/14/2020,Seneca,0500000US36099,18,1
4/14/2020,St. Lawrence,0500000US36089,92,1
4/14/2020,Steuben,0500000US36101,147,5
4/14/2020,Suffolk,0500000US36103,22462,617
4/14/2020,Sullivan,0500000US36105,415,7
4/14/2020,Tioga,0500000US36107,24,0
4/14/2020,Tompkins,0500000US36109,112,2
4/14/2020,Ulster,0500000US36111,690,2
4/14/2020,Warren,0500000US36113,77,3
4/14/2020,Washington,0500000US36115,40,0
4/14/2020,Wayne,0500000US36117,48,0
4/14/2020,Westchester,0500000US36119,20191,654
4/14/2020,Wyoming,0500000US36121,32,3
4/14/2020,Yates,0500000US36123,6,0
4/15/2020,Albany,0500000US36001,548,26
4/15/2020,Allegany,0500000US36003,28,0
4/15/2020,Broome,0500000US36007,153,6
4/15/2020,Cattaraugus,0500000US36009,32,0
4/15/2020,Cayuga,0500000US36011,36,1
4/15/2020,Chautauqua,0500000US36013,24,1
4/15/2020,Chemung,0500000US36015,69,2
4/15/2020,Chenango,0500000US36017,71,0
4/15/2020,Clinton,0500000US36019,45,3
4/15/2020,Columbia,0500000US36021,96,11
4/15/2020,Cortland,0500000US36023,23,0
4/15/2020,Delaware,0500000US36025,46,0
4/15/2020,Dutchess,0500000US36027,2048,45
4/15/2020,Erie,0500000US36029,1751,110
4/15/2020,Essex,0500000US36031,12,0
4/15/2020,Franklin,0500000US36033,13,0
4/15/2020,Fulton,0500000US36035,24,0
4/15/2020,Genesee,0500000US36037,76,1
4/15/2020,Greene,0500000US36039,73,0
4/15/2020,Hamilton,0500000US36041,3,0
4/15/2020,Herkimer,0500000US36043,40,1
4/15/2020,Jefferson,0500000US36045,47,0
4/15/2020,Lewis,0500000US36049,7,0
4/15/2020,Livingston,0500000US36051,31,1
4/15/2020,Madison,0500000US36053,105,1
4/15/2020,Monroe,0500000US36055,884,48
4/15/2020,Montgomery,0500000US36057,32,1
4/15/2020,Nassau,0500000US36059,26715,1286
4/15/2020,New York City,0500000US,118302,8215
4/15/2020,Niagara,0500000US36063,204,6
4/15/2020,Oneida,0500000US36065,246,4
4/15/2020,Onondaga,0500000US36067,449,15
4/15/2020,Ontario,0500000US36069,62,2
4/15/2020,Orange,0500000US36071,5716,135
4/15/2020,Orleans,0500000US36073,33,0
4/15/2020,Oswego,0500000US36075,42,0
4/15/2020,Otsego,0500000US36077,44,4
4/15/2020,Putnam,0500000US36079,571,28
4/15/2020,Rensselaer,0500000US36083,124,8
4/15/2020,Rockland,0500000US36087,8474,212
4/15/2020,Saratoga,0500000US36091,227,1
4/15/2020,Schenectady,0500000US36093,237,16
4/15/2020,Schoharie,0500000US36095,20,0
4/15/2020,Schuyler,0500000US36097,6,0
4/15/2020,Seneca,0500000US36099,18,1
4/15/2020,St. Lawrence,0500000US36089,92,1
4/15/2020,Steuben,0500000US36101,151,5
4/15/2020,Suffolk,0500000US36103,23278,663
4/15/2020,Sullivan,0500000US36105,424,7
4/15/2020,Tioga,0500000US36107,25,0
4/15/2020,Tompkins,0500000US36109,115,2
4/15/2020,Ulster,0500000US36111,733,2
4/15/2020,Warren,0500000US36113,77,4
4/15/2020,Washington,0500000US36115,42,0
4/15/2020,Wayne,0500000US36117,48,0
4/15/2020,Westchester,0500000US36119,20947,708
4/15/2020,Wyoming,0500000US36121,34,3
4/15/2020,Yates,0500000US36123,6,0
4/16/2020,Albany,0500000US36001,581,26
4/16/2020,Allegany,0500000US36003,28,0
4/16/2020,Broome,0500000US36007,167,6
4/16/2020,Cattaraugus,0500000US36009,32,0
4/16/2020,Cayuga,0500000US36011,36,1
4/16/2020,Chautauqua,0500000US36013,24,1
4/16/2020,Chemung,0500000US36015,70,2
4/16/2020,Chenango,0500000US36017,73,0
4/16/2020,Clinton,0500000US36019,46,3
4/16/2020,Columbia,0500000US36021,99,13
4/16/2020,Cortland,0500000US36023,24,0
4/16/2020,Delaware,0500000US36025,47,0
4/16/2020,Dutchess,0500000US36027,2085,45
4/16/2020,Erie,0500000US36029,1850,115
4/16/2020,Essex,0500000US36031,12,0
4/16/2020,Franklin,0500000US36033,13,0
4/16/2020,Fulton,0500000US36035,25,0
4/16/2020,Genesee,0500000US36037,78,2
4/16/2020,Greene,0500000US36039,74,0
4/16/2020,Hamilton,0500000US36041,3,0
4/16/2020,Herkimer,0500000US36043,43,1
4/16/2020,Jefferson,0500000US36045,48,0
4/16/2020,Lewis,0500000US36049,8,0
4/16/2020,Livingston,0500000US36051,32,1
4/16/2020,Madison,0500000US36053,105,1
4/16/2020,Monroe,0500000US36055,932,49
4/16/2020,Montgomery,0500000US36057,32,1
4/16/2020,Nassau,0500000US36059,27772,1356
4/16/2020,New York City,0500000US,123146,8632
4/16/2020,Niagara,0500000US36063,216,8
4/16/2020,Oneida,0500000US36065,249,4
4/16/2020,Onondaga,0500000US36067,462,15
4/16/2020,Ontario,0500000US36069,65,2
4/16/2020,Orange,0500000US36071,5888,144
4/16/2020,Orleans,0500000US36073,34,0
4/16/2020,Oswego,0500000US36075,44,0
4/16/2020,Otsego,0500000US36077,44,4
4/16/2020,Putnam,0500000US36079,573,29
4/16/2020,Rensselaer,0500000US36083,137,9
4/16/2020,Rockland,0500000US36087,8752,234
4/16/2020,Saratoga,0500000US36091,231,1
4/16/2020,Schenectady,0500000US36093,245,17
4/16/2020,Schoharie,0500000US36095,20,0
4/16/2020,Schuyler,0500000US36097,6,0
4/16/2020,Seneca,0500000US36099,18,1
4/16/2020,St. Lawrence,0500000US36089,93,1
4/16/2020,Steuben,0500000US36101,154,5
4/16/2020,Suffolk,0500000US36103,24182,706
4/16/2020,Sullivan,0500000US36105,437,7
4/16/2020,Tioga,0500000US36107,27,0
4/16/2020,Tompkins,0500000US36109,116,2
4/16/2020,Ulster,0500000US36111,761,2
4/16/2020,Warren,0500000US36113,81,5
4/16/2020,Washington,0500000US36115,46,0
4/16/2020,Wayne,0500000US36117,49,0
4/16/2020,Westchester,0500000US36119,21828,738
4/16/2020,Wyoming,0500000US36121,34,3
4/16/2020,Yates,0500000US36123,7,0
4/17/2020,Albany,0500000US36001,619,26
4/17/2020,Allegany,0500000US36003,29,0
4/17/2020,Broome,0500000US36007,178,6
4/17/2020,Cattaraugus,0500000US36009,34,0
4/17/2020,Cayuga,0500000US36011,36,1
4/17/2020,Chautauqua,0500000US36013,25,1
4/17/2020,Chemung,0500000US36015,71,2
4/17/2020,Chenango,0500000US36017,76,0
4/17/2020,Clinton,0500000US36019,47,3
4/17/2020,Columbia,0500000US36021,101,13
4/17/2020,Cortland,0500000US36023,25,0
4/17/2020,Delaware,0500000US36025,48,0
4/17/2020,Dutchess,0500000US36027,2142,45
4/17/2020,Erie,0500000US36029,1929,115
4/17/2020,Essex,0500000US36031,15,0
4/17/2020,Franklin,0500000US36033,13,0
4/17/2020,Fulton,0500000US36035,27,0
4/17/2020,Genesee,0500000US36037,83,2
4/17/2020,Greene,0500000US36039,77,0
4/17/2020,Hamilton,0500000US36041,3,0
4/17/2020,Herkimer,0500000US36043,46,1
4/17/2020,Jefferson,0500000US36045,50,0
4/17/2020,Lewis,0500000US36049,8,0
4/17/2020,Livingston,0500000US36051,34,1
4/17/2020,Madison,0500000US36053,105,1
4/17/2020,Monroe,0500000US36055,975,49
4/17/2020,Montgomery,0500000US36057,33,1
4/17/2020,Nassau,0500000US36059,28539,1356
4/17/2020,New York City,0500000US,127352,8632
4/17/2020,Niagara,0500000US36063,227,8
4/17/2020,Oneida,0500000US36065,261,4
4/17/2020,Onondaga,0500000US36067,483,15
4/17/2020,Ontario,0500000US36069,67,2
4/17/2020,Orange,0500000US36071,6084,144
4/17/2020,Orleans,0500000US36073,34,0
4/17/2020,Oswego,0500000US36075,45,0
4/17/2020,Otsego,0500000US36077,44,4
4/17/2020,Putnam,0500000US36079,578,29
4/17/2020,Rensselaer,0500000US36083,150,9
4/17/2020,Rockland,0500000US36087,8987,234
4/17/2020,Saratoga,0500000US36091,236,1
4/17/2020,Schenectady,0500000US36093,250,17
4/17/2020,Schoharie,0500000US36095,20,0
4/17/2020,Schuyler,0500000US36097,6,0
4/17/2020,Seneca,0500000US36099,18,1
4/17/2020,St. Lawrence,0500000US36089,96,1
4/17/2020,Steuben,0500000US36101,154,5
4/17/2020,Suffolk,0500000US36103,25035,706
4/17/2020,Sullivan,0500000US36105,505,7
4/17/2020,Tioga,0500000US36107,30,0
4/17/2020,Tompkins,0500000US36109,117,2
4/17/2020,Ulster,0500000US36111,788,2
4/17/2020,Unknown,0500000US,0,630
4/17/2020,Warren,0500000US36113,91,5
4/17/2020,Washington,0500000US36115,48,0
4/17/2020,Wayne,0500000US36117,49,0
4/17/2020,Westchester,0500000US36119,22476,738
4/17/2020,Wyoming,0500000US36121,35,3
4/17/2020,Yates,0500000US36123,8,0
4/18/2020,Albany,0500000US36001,648,26
4/18/2020,Allegany,0500000US36003,30,0
4/18/2020,Broome,0500000US36007,186,6
4/18/2020,Cattaraugus,0500000US36009,34,0
4/18/2020,Cayuga,0500000US36011,36,1
4/18/2020,Chautauqua,0500000US36013,25,1
4/18/2020,Chemung,0500000US36015,72,2
4/18/2020,Chenango,0500000US36017,77,0
4/18/2020,Clinton,0500000US36019,48,3
4/18/2020,Columbia,0500000US36021,105,13
4/18/2020,Cortland,0500000US36023,25,0
4/18/2020,Delaware,0500000US36025,49,0
4/18/2020,Dutchess,0500000US36027,2201,45
4/18/2020,Erie,0500000US36029,1997,115
4/18/2020,Essex,0500000US36031,22,0
4/18/2020,Franklin,0500000US36033,13,0
4/18/2020,Fulton,0500000US36035,27,0
4/18/2020,Genesee,0500000US36037,87,2
4/18/2020,Greene,0500000US36039,82,0
4/18/2020,Hamilton,0500000US36041,3,0
4/18/2020,Herkimer,0500000US36043,47,1
4/18/2020,Jefferson,0500000US36045,50,0
4/18/2020,Lewis,0500000US36049,8,0
4/18/2020,Livingston,0500000US36051,37,1
4/18/2020,Madison,0500000US36053,105,1
4/18/2020,Monroe,0500000US36055,1008,49
4/18/2020,Montgomery,0500000US36057,34,1
4/18/2020,Nassau,0500000US36059,29180,1356
4/18/2020,New York City,0500000US,131273,8632
4/18/2020,Niagara,0500000US36063,234,8
4/18/2020,Oneida,0500000US36065,268,4
4/18/2020,Onondaga,0500000US36067,492,15
4/18/2020,Ontario,0500000US36069,69,2
4/18/2020,Orange,0500000US36071,6281,144
4/18/2020,Orleans,0500000US36073,41,0
4/18/2020,Oswego,0500000US36075,45,0
4/18/2020,Otsego,0500000US36077,47,4
4/18/2020,Putnam,0500000US36079,582,29
4/18/2020,Rensselaer,0500000US36083,164,9
4/18/2020,Rockland,0500000US36087,9171,234
4/18/2020,Saratoga,0500000US36091,244,1
4/18/2020,Schenectady,0500000US36093,259,17
4/18/2020,Schoharie,0500000US36095,20,0
4/18/2020,Schuyler,0500000US36097,6,0
4/18/2020,Seneca,0500000US36099,18,1
4/18/2020,St. Lawrence,0500000US36089,98,1
4/18/2020,Steuben,0500000US36101,160,5
4/18/2020,Suffolk,0500000US36103,26143,706
4/18/2020,Sullivan,0500000US36105,524,7
4/18/2020,Tioga,0500000US36107,32,0
4/18/2020,Tompkins,0500000US36109,117,2
4/18/2020,Ulster,0500000US36111,820,2
4/18/2020,Unknown,0500000US,0,1170
4/18/2020,Warren,0500000US36113,94,5
4/18/2020,Washington,0500000US36115,52,0
4/18/2020,Wayne,0500000US36117,49,0
4/18/2020,Westchester,0500000US36119,23179,738
4/18/2020,Wyoming,0500000US36121,36,3
4/18/2020,Yates,0500000US36123,9,0
4/19/2020,Albany,0500000US36001,682,33
4/19/2020,Allegany,0500000US36003,30,0
4/19/2020,Broome,0500000US36007,192,7
4/19/2020,Cattaraugus,0500000US36009,34,0
4/19/2020,Cayuga,0500000US36011,36,1
4/19/2020,Chautauqua,0500000US36013,25,1
4/19/2020,Chemung,0500000US36015,73,2
4/19/2020,Chenango,0500000US36017,78,0
4/19/2020,Clinton,0500000US36019,49,3
4/19/2020,Columbia,0500000US36021,107,15
4/19/2020,Cortland,0500000US36023,25,0
4/19/2020,Delaware,0500000US36025,49,0
4/19/2020,Dutchess,0500000US36027,2240,51
4/19/2020,Erie,0500000US36029,2070,146
4/19/2020,Essex,0500000US36031,24,0
4/19/2020,Franklin,0500000US36033,13,0
4/19/2020,Fulton,0500000US36035,27,0
4/19/2020,Genesee,0500000US36037,117,2
4/19/2020,Greene,0500000US36039,85,0
4/19/2020,Hamilton,0500000US36041,3,0
4/19/2020,Herkimer,0500000US36043,49,1
4/19/2020,Jefferson,0500000US36045,54,0
4/19/2020,Lewis,0500000US36049,8,0
4/19/2020,Livingston,0500000US36051,39,2
4/19/2020,Madison,0500000US36053,106,3
4/19/2020,Monroe,0500000US36055,1032,61
4/19/2020,Montgomery,0500000US36057,35,1
4/19/2020,Nassau,0500000US36059,30013,1577
4/19/2020,New York City,0500000US,134446,9708
4/19/2020,Niagara,0500000US36063,246,9
4/19/2020,Oneida,0500000US36065,275,4
4/19/2020,Onondaga,0500000US36067,498,22
4/19/2020,Ontario,0500000US36069,70,2
4/19/2020,Orange,0500000US36071,6394,165
4/19/2020,Orleans,0500000US36073,46,1
4/19/2020,Oswego,0500000US36075,47,0
4/19/2020,Otsego,0500000US36077,48,5
4/19/2020,Putnam,0500000US36079,592,35
4/19/2020,Rensselaer,0500000US36083,173,10
4/19/2020,Rockland,0500000US36087,9364,276
4/19/2020,Saratoga,0500000US36091,251,1
4/19/2020,Schenectady,0500000US36093,268,18
4/19/2020,Schoharie,0500000US36095,20,0
4/19/2020,Schuyler,0500000US36097,6,0
4/19/2020,Seneca,0500000US36099,18,1
4/19/2020,St. Lawrence,0500000US36089,105,1
4/19/2020,Steuben,0500000US36101,167,7
4/19/2020,Suffolk,0500000US36103,26888,845
4/19/2020,Sullivan,0500000US36105,537,8
4/19/2020,Tioga,0500000US36107,35,1
4/19/2020,Tompkins,0500000US36109,117,2
4/19/2020,Ulster,0500000US36111,854,2
4/19/2020,Warren,0500000US36113,96,6
4/19/2020,Washington,0500000US36115,63,0
4/19/2020,Wayne,0500000US36117,50,0
4/19/2020,Westchester,0500000US36119,23803,831
4/19/2020,Wyoming,0500000US36121,36,3
4/19/2020,Yates,0500000US36123,9,0
4/20/2020,Albany,0500000US36001,687,35
4/20/2020,Allegany,0500000US36003,30,0
4/20/2020,Broome,0500000US36007,199,7
4/20/2020,Cattaraugus,0500000US36009,34,0
4/20/2020,Cayuga,0500000US36011,36,1
4/20/2020,Chautauqua,0500000US36013,25,1
4/20/2020,Chemung,0500000US36015,73,2
4/20/2020,Chenango,0500000US36017,78,0
4/20/2020,Clinton,0500000US36019,51,3
4/20/2020,Columbia,0500000US36021,111,15
4/20/2020,Cortland,0500000US36023,25,0
4/20/2020,Delaware,0500000US36025,49,0
4/20/2020,Dutchess,0500000US36027,2284,52
4/20/2020,Erie,0500000US36029,2109,153
4/20/2020,Essex,0500000US36031,26,0
4/20/2020,Franklin,0500000US36033,13,0
4/20/2020,Fulton,0500000US36035,27,0
4/20/2020,Genesee,0500000US36037,119,2
4/20/2020,Greene,0500000US36039,86,0
4/20/2020,Hamilton,0500000US36041,3,0
4/20/2020,Herkimer,0500000US36043,49,1
4/20/2020,Jefferson,0500000US36045,54,0
4/20/2020,Lewis,0500000US36049,9,0
4/20/2020,Livingston,0500000US36051,39,2
4/20/2020,Madison,0500000US36053,106,3
4/20/2020,Monroe,0500000US36055,1054,66
4/20/2020,Montgomery,0500000US36057,35,1
4/20/2020,Nassau,0500000US36059,30677,1638
4/20/2020,New York City,0500000US,136816,10009
4/20/2020,Niagara,0500000US36063,255,9
4/20/2020,Oneida,0500000US36065,279,6
4/20/2020,Onondaga,0500000US36067,509,24
4/20/2020,Ontario,0500000US36069,71,2
4/20/2020,Orange,0500000US36071,6497,169
4/20/2020,Orleans,0500000US36073,46,1
4/20/2020,Oswego,0500000US36075,48,0
4/20/2020,Otsego,0500000US36077,49,5
4/20/2020,Putnam,0500000US36079,599,37
4/20/2020,Rensselaer,0500000US36083,177,10
4/20/2020,Rockland,0500000US36087,9457,286
4/20/2020,Saratoga,0500000US36091,254,2
4/20/2020,Schenectady,0500000US36093,269,18
4/20/2020,Schoharie,0500000US36095,20,0
4/20/2020,Schuyler,0500000US36097,7,0
4/20/2020,Seneca,0500000US36099,18,1
4/20/2020,St. Lawrence,0500000US36089,110,1
4/20/2020,Steuben,0500000US36101,167,9
4/20/2020,Suffolk,0500000US36103,27662,887
4/20/2020,Sullivan,0500000US36105,544,8
4/20/2020,Tioga,0500000US36107,37,1
4/20/2020,Tompkins,0500000US36109,119,2
4/20/2020,Ulster,0500000US36111,877,2
4/20/2020,Warren,0500000US36113,101,6
4/20/2020,Washington,0500000US36115,65,0
4/20/2020,Wayne,0500000US36117,50,0
4/20/2020,Westchester,0500000US36119,24306,867
4/20/2020,Wyoming,0500000US36121,36,3
4/20/2020,Yates,0500000US36123,10,0
4/21/2020,Albany,0500000US36001,704,36
4/21/2020,Allegany,0500000US36003,30,0
4/21/2020,Broome,0500000US36007,205,7
4/21/2020,Cattaraugus,0500000US36009,35,0
4/21/2020,Cayuga,0500000US36011,36,1
4/21/2020,Chautauqua,0500000US36013,25,1
4/21/2020,Chemung,0500000US36015,75,2
4/21/2020,Chenango,0500000US36017,79,0
4/21/2020,Clinton,0500000US36019,51,3
4/21/2020,Columbia,0500000US36021,113,16
4/21/2020,Cortland,0500000US36023,25,0
4/21/2020,Delaware,0500000US36025,49,0
4/21/2020,Dutchess,0500000US36027,2331,53
4/21/2020,Erie,0500000US36029,2147,161
4/21/2020,Essex,0500000US36031,27,0
4/21/2020,Franklin,0500000US36033,13,0
4/21/2020,Fulton,0500000US36035,27,0
4/21/2020,Genesee,0500000US36037,121,2
4/21/2020,Greene,0500000US36039,87,0
4/21/2020,Hamilton,0500000US36041,3,0
4/21/2020,Herkimer,0500000US36043,50,1
4/21/2020,Jefferson,0500000US36045,54,0
4/21/2020,Lewis,0500000US36049,9,0
4/21/2020,Livingston,0500000US36051,39,2
4/21/2020,Madison,0500000US36053,106,3
4/21/2020,Monroe,0500000US36055,1070,69
4/21/2020,Montgomery,0500000US36057,37,1
4/21/2020,Nassau,0500000US36059,31079,1717
4/21/2020,New York City,0500000US,139335,10301
